country,player_id,player_name,dob,position
Soviet Union,174371,Anatoli Banishevski,23/02/1946,FW
Soviet Union,61638,Eduard Malofeyev,02/06/1942,FW
Soviet Union,53659,Eduard Markarov,20/06/1942,FW
Soviet Union,51974,Anzor Kavazashvili,19/07/1940,GK
Soviet Union,36859,Victor Bannikov,28/04/1938,GK
Spain,51280,Jose Iribar,01/03/1943,GK
Spain,198018,Manuel Sanchis,26/03/1938,DF
Spain,49005,Eladio,18/11/1940,DF
Spain,174497,Luis Del Sol,06/04/1935,MF
Spain,44785,Ignacio Zoco,31/07/1939,MF
Spain,49988,Jesus Glaria,02/01/1942,MF
Spain,185740,Armando Ufarte,17/05/1941,FW
Spain,174346,Amancio,16/10/1940,FW
Spain,53731,Marcelino,29/04/1940,FW
Spain,44673,Luis Suarez,02/05/1935,MF
Spain,174556,Francisco Gento,21/10/1933,FW
Spain,46542,Antonio Betancourt,13/03/1937,GK
Spain,56783,Miguel Reina,21/01/1946,GK
Spain,56945,Feliciano Rivilla,21/08/1936,DF
Spain,56779,Severino Reija,25/11/1938,DF
Spain,55536,Fernando Olivella,22/06/1936,DF
Spain,49716,Gallego,04/03/1944,MF
Spain,63875,Pirri,11/03/1945,MF
Spain,49660,Jose Maria Fuste,15/04/1941,FW
Spain,174844,Joaquin Peiro,29/01/1936,FW
Spain,56999,Adelardo,26/11/1939,DF
Spain,52736,Carlos Lapetra,29/11/1938,FW
Switzerland,49029,Charly Elsener,13/08/1934,GK
Switzerland,69851,Willy Allemann,10/06/1942,DF
Switzerland,45524,Kurt Ambruster,16/09/1934,DF
Switzerland,46051,Heinz Baeni,18/11/1936,MF
Switzerland,46966,Rene Brodmann,25/10/1933,DF
Switzerland,48805,Richard Duerr,01/12/1938,MF
Switzerland,49640,Hans-ruedi Fuhrer,24/12/1937,DF
Switzerland,50169,Vittore Gottardi,24/09/1941,FW
Switzerland,50258,Andre Grobety,22/06/1933,DF
Switzerland,51015,Robert Hosp,13/12/1939,FW
Switzerland,52561,Koebi Kuhn,12/10/1943,MF
Switzerland,48886,Leo Eichmann,24/12/1936,GK
Switzerland,52581,Fritz Kuenzli,08/01/1946,FW
Switzerland,52916,Werner Leimgruber,02/09/1934,DF
Switzerland,174814,Karl Odermatt,17/12/1942,MF
Switzerland,56509,Rene-pierre Quentin,05/08/1943,FW
Switzerland,57684,Jean-claude Schindelholz,11/10/1940,FW
Switzerland,57710,Heinz Schneiter,12/04/1935,DF
Switzerland,58446,Xavier Stierli,29/10/1940,DF
Switzerland,58694,Ely Tacchella,25/05/1936,DF
Switzerland,59733,Georges Vuilleumier,21/09/1944,FW
Switzerland,56462,Mario Prosperi,04/08/1945,GK
Uruguay,174744,Ladislao Mazurkiewicz,14/02/1945,GK
Uruguay,70075,Horacio Troche,04/02/1935,DF
Uruguay,53569,Jorge Manicera,04/11/1938,DF
Uruguay,49538,Pablo Forlan,14/07/1945,DF
Uruguay,50066,Nestor Goncalves,27/04/1936,DF
Uruguay,47162,Omar Caetano,08/11/1938,MF
Uruguay,47998,Julio Cortes,29/03/1941,MF
Uruguay,59295,Jose Urruzmendi,25/08/1944,FW
Uruguay,57281,Jose Sasia,27/12/1933,FW
Uruguay,44576,Pedro Rocha,03/12/1942,FW
Uruguay,56117,Domingo Perez,07/06/1936,FW
Uruguay,198017,Roberto Eduardo Sosa,14/06/1935,GK
Uruguay,69837,Nelson Diaz,12/01/1942,DF
Uruguay,45483,Emilio Alvarez,10/02/1939,MF
Uruguay,59243,Luis Ubina,07/06/1940,DF
Uruguay,45482,Eliseo Alvarez,09/08/1940,MF
Uruguay,57444,Hector Salva,27/11/1939,FW
Uruguay,59605,Milton Viera,11/05/1946,FW
Uruguay,58031,Hector Silva,01/02/1940,MF
Uruguay,181778,Luis Ramos,09/10/1939,DF
Uruguay,174527,Victor Esparrago,06/10/1944,MF
Uruguay,58712,Walter Taibo,07/03/1931,GK
Belgium,174863,Christian Piot,04/10/1947,GK
Belgium,50863,Georges Heylens,08/08/1941,DF
Belgium,58913,Jean Thissen,21/04/1946,DF
Belgium,48336,Nicolas Dewalque,20/09/1945,DF
Belgium,51502,Leon Jeck,09/02/1947,DF
Belgium,48638,Jan Dockx,24/05/1941,MF
Belgium,57819,Leon Semmeling,04/01/1940,MF
Belgium,59429,Wilfried Van Moer,01/03/1945,MF
Belgium,48335,Johannes Devrindt,14/04/1944,FW
Belgium,44719,Paul Van Himst,02/10/1943,FW
Belgium,56476,Wilfried Puis,18/02/1943,FW
Belgium,59127,Jean-marie Trappeniers,13/01/1942,GK
Belgium,46554,Jacques Beurlet,21/12/1944,DF
Belgium,53695,Maurice Martens,05/06/1947,DF
Belgium,59395,Erwin Van Den Daele,05/03/1945,MF
Belgium,56364,Odilon Polleunis,01/05/1943,FW
Belgium,59564,Jan Verheyen,09/07/1944,MF
Belgium,52706,Raoul Lambert,20/10/1944,FW
Belgium,69805,Pierre Carteus,24/09/1943,FW
Belgium,56052,Alfonse Peeters,21/01/1943,DF
Belgium,51450,Francois Janssens,25/09/1945,FW
Belgium,48790,Jacques Duquesne,22/04/1940,GK
Brazil,63890,Felix,24/12/1937,GK
Brazil,63884,Brito,09/08/1939,DF
Brazil,181326,Wilson Piazza,25/02/1943,DF
Brazil,63891,Carlos Alberto,17/07/1944,DF
Brazil,47842,Clodoaldo,26/09/1949,MF
Brazil,49315,Marco Antonio,06/02/1951,DF
Brazil,63879,Jairzinho,25/12/1944,FW
Brazil,63880,Gerson,11/01/1941,MF
Brazil,63881,Tostao,25/01/1947,MF
Brazil,63869,Pelé,23/10/1940,FW
Brazil,63896,Rivelino,01/01/1946,MF
Brazil,69815,Ado,04/07/1944,GK
Brazil,56957,Roberto,31/07/1944,FW
Brazil,69816,Baldochi,14/03/1946,DF
Brazil,63899,Fontana,31/12/1940,DF
Brazil,63895,Everaldo,11/09/1944,DF
Brazil,250938,Joel Camargo,18/09/1946,DF
Brazil,63894,Paulo Cesar,16/06/1949,MF
Brazil,63893,Edu,06/08/1949,FW
Brazil,28473,Dario,04/03/1946,FW
Brazil,181327,Ze Maria,18/05/1949,DF
Brazil,63902,Leao,11/07/1949,GK
Bulgaria,58050,Simeon Simeonov,26/04/1946,GK
Bulgaria,47475,Aleksandar Shalamanov,04/09/1941,DF
Bulgaria,48579,Ivan Dimitrov,14/05/1935,DF
Bulgaria,45337,Stefan Aladzhov,18/10/1947,DF
Bulgaria,48261,Ivan Davidov,05/10/1943,MF
Bulgaria,76175,Dimitar Penev,12/07/1945,DF
Bulgaria,56391,Georgi Popov,14/07/1944,FW
Bulgaria,174414,Hristo Bonev,03/02/1947,MF
Bulgaria,51509,Petar Zhekov,10/10/1944,FW
Bulgaria,60102,Dimitar Yakimov,12/08/1941,FW
Bulgaria,48445,Dinko Dermendzhiev,02/06/1941,MF
Bulgaria,49830,Milko Gaidarski,18/03/1946,DF
Bulgaria,60181,Stoyan Yordanov,29/01/1944,GK
Bulgaria,51542,Dobromir Zechev,12/11/1942,DF
Bulgaria,49678,Boris Gaganelov,07/10/1941,DF
Bulgaria,55162,Asparukh Nikodimov,21/08/1945,MF
Bulgaria,26237,Todor Kolev,29/04/1942,MF
Bulgaria,53613,Dimitar Marashliev,31/08/1947,FW
Bulgaria,174357,Georgi Asparukhov,04/05/1943,FW
Bulgaria,54297,Vasil Mitkov,17/09/1943,FW
Bulgaria,50245,Bozhidar Grigorov,27/07/1945,FW
Bulgaria,315892,Georgi Kamenski,03/09/1947,GK
Czechoslovakia,59615,Ivo Viktor,21/05/1942,GK
Czechoslovakia,174503,Karol Dobias,18/12/1947,DF
Czechoslovakia,54209,Vaclav Migas,16/09/1944,DF
Czechoslovakia,50449,Vladimir Hagara,07/11/1943,DF
Czechoslovakia,51008,Alexander Horvath,28/12/1938,DF
Czechoslovakia,174686,Andrej Kvasnak,19/05/1936,MF
Czechoslovakia,59578,Bohumil Vesely,18/06/1945,MF
Czechoslovakia,56196,Ladislav Petras,01/12/1946,FW
Czechoslovakia,52576,Ladislav Kuna,03/04/1947,MF
Czechoslovakia,174325,Jozef Adamec,26/02/1942,FW
Czechoslovakia,51615,Karol Jokl,29/08/1945,FW
Czechoslovakia,56334,Jan Pivarnik,13/11/1947,DF
Czechoslovakia,69817,Antonin Flesar,08/05/1944,GK
Czechoslovakia,51054,Vladimir Hrivnak,23/04/1945,DF
Czechoslovakia,60377,Jan Zlocha,24/03/1942,DF
Czechoslovakia,51050,Ivan Hrdlicka,20/11/1943,MF
Czechoslovakia,56362,Jaroslav Pollak,11/07/1947,MF
Czechoslovakia,59579,Frantisek Vesely,07/12/1943,MF
Czechoslovakia,51714,Jozef Jurkanin,05/03/1949,FW
Czechoslovakia,69818,Milan Albrecht,16/07/1950,FW
Czechoslovakia,47274,Jozef Capkovic,11/01/1948,FW
Czechoslovakia,59549,Alexander Vencel,08/02/1944,GK
El Salvador,53393,Raul Magana,24/02/1940,GK
El Salvador,56927,Roberto Rivas,17/07/1941,DF
El Salvador,53654,Salvador Mariona,16/12/1943,DF
El Salvador,47996,Santiago Mendez Cortes,19/01/1945,DF
El Salvador,55705,Saturnino Osorio,06/01/1945,DF
El Salvador,56529,Jose Quintanilla,29/10/1947,MF
El Salvador,61680,Mauricio Rodriguez,12/09/1945,MF
El Salvador,59489,Alfredo Vasquez,23/04/1945,MF
El Salvador,53730,Juan Martinez,20/04/1948,MF
El Salvador,49451,Salvador Flamenco Cabezas,28/02/1947,FW
El Salvador,45708,Ernesto Aparicio,28/12/1948,FW
El Salvador,54429,Mario Monge,27/11/1938,MF
El Salvador,56297,Tomas Pineda,01/01/1939,GK
El Salvador,53598,Mauricio Manzano,30/09/1943,DF
El Salvador,47140,David Cabrera,12/09/1945,FW
El Salvador,57850,Genaro Sermeno,28/11/1948,MF
El Salvador,56403,Jaime Portillo,18/09/1947,FW
El Salvador,47395,Guillermo Castro,25/06/1940,DF
El Salvador,54091,Sergio Mendez,14/02/1942,MF
El Salvador,49350,Juan Gualberto Fernandez,12/07/1941,GK
El Salvador,44948,Elmer Angel Acevedo,24/02/1946,FW
El Salvador,69808,Alberto Villalta,19/11/1947,MF
England,174372,Gordon Banks,30/12/1937,GK
England,69820,Keith Newton,23/06/1941,DF
England,174478,Terry Cooper,12/07/1944,DF
England,54712,Alan Mullery,23/11/1941,MF
England,52647,Brian Labone,23/01/1940,DF
England,174780,Bobby Moore,12/04/1941,DF
England,52864,Francis Lee,29/04/1944,FW
England,174369,Alan Ball,12/05/1945,MF
England,43993,Bobby Charlton,11/10/1937,MF
England,174623,Geoff Hurst,08/12/1941,FW
England,174852,Martin Peters,08/11/1943,FW
England,174413,Peter Bonetti,27/09/1941,GK
England,69821,Alex Stepney,18/09/1942,GK
England,186966,Tommy Wright,21/10/1944,DF
England,44665,Nobby Stiles,18/05/1942,DF
England,51082,Emlyn Hughes,28/08/1947,MF
England,43992,Jack Charlton,08/05/1935,DF
England,51110,Norman Hunter,29/10/1943,MF
England,46385,Colin Bell,26/02/1946,MF
England,55682,Peter Osgood,20/02/1947,FW
England,47813,Allan Clarke,31/07/1946,FW
England,45887,Jeff Astle,13/05/1942,FW
Germany FR,37989,Sepp Maier,28/02/1944,GK
Germany FR,174614,Horst-dieter Hoettges,10/09/1943,DF
Germany FR,44612,Karl-heinz Schnellinger,31/03/1939,DF
Germany FR,25113,Franz Beckenbauer,11/09/1945,DF
Germany FR,44616,Willi Schulz,04/10/1938,DF
Germany FR,44749,Wolfgang Weber,26/06/1944,DF
Germany FR,37656,Berti Vogts,30/12/1946,DF
Germany FR,174590,Helmut Haller,21/07/1939,MF
Germany FR,57776,Uwe Seeler,05/11/1936,FW
Germany FR,50746,Sigi Held,07/08/1942,FW
Germany FR,49400,Klaus Fichtel,19/11/1944,DF
Germany FR,174828,Wolfgang Overath,29/09/1943,MF
Germany FR,174790,Gerd Mueller,03/11/1945,FW
Germany FR,53015,Stan Libuda,10/10/1943,FW
Germany FR,56004,Bernd Patzke,14/03/1943,DF
Germany FR,53197,Max Lorenz,19/08/1939,DF
Germany FR,53140,Hennes Loehr,05/07/1942,FW
Germany FR,57998,Klaus-dieter Sieloff,27/02/1942,DF
Germany FR,69829,Peter Dietrich,06/03/1944,MF
Germany FR,174573,Juergen Grabowski,07/07/1944,FW
Germany FR,53562,Manfred Manglitz,08/03/1940,GK
Germany FR,60016,Horst Wolter,08/06/1942,GK
Israel,59673,Itzhak Vissoker,18/09/1944,GK
Israel,46202,Shraga Bar,24/03/1948,DF
Israel,46391,Menachem Bello,26/12/1947,DF
Israel,56450,David Primo,05/05/1946,DF
Israel,57137,Zvi Rosen,23/06/1947,DF
Israel,57141,Shmuel Rosenthal,22/04/1947,DF
Israel,57971,Itzhak Schum,01/09/1948,MF
Israel,58340,Giora Spiegel,27/07/1947,MF
Israel,49300,Jehoshua Faigenbaum,05/12/1947,FW
Israel,58341,Mordechai Spiegler,19/08/1944,FW
Israel,46775,George Borba,12/07/1944,FW
Israel,57742,Yeshaiyahu Schwager,10/02/1946,DF
Israel,47577,Yehezkel Hazum,01/01/1947,FW
Israel,57084,Dani Shmulevich Rom,29/11/1940,FW
Israel,58723,Rahamim Talbi,17/05/1943,FW
Israel,59367,Johanan Vallach,14/05/1945,DF
Israel,69812,Eli Ben Rimoz,01/01/1947,FW
Israel,57088,Moshe Romano,06/05/1946,FW
Israel,57973,Aharon Shuruk,24/02/1946,MF
Israel,51865,David Karako,11/02/1945,DF
Israel,50523,Yechiel Hameiri,20/08/1949,GK
Israel,55268,Yair Nosovski,29/06/1937,GK
Italy,174332,Enrico Albertosi,02/11/1939,GK
Italy,174438,Tarcisio Burgnich,25/04/1939,DF
Italy,28754,Giacinto Facchetti,18/07/1942,DF
Italy,174870,Fabrizio Poletti,13/07/1943,DF
Italy,43985,Pierluigi Cera,25/02/1941,DF
Italy,69813,Ugo Ferrante,18/07/1945,DF
Italy,44439,Comunardo Niccolai,15/12/1946,DF
Italy,44580,Roberto Rosato,18/08/1943,DF
Italy,56475,Giorgio Puia,08/03/1938,DF
Italy,46533,Mario Bertini,07/01/1944,MF
Italy,44569,Gigi Riva,07/11/1944,FW
Italy,44786,Dino Zoff,28/02/1942,GK
Italy,174505,Angelo Domenghini,25/08/1941,FW
Italy,44571,Gianni Rivera,18/08/1943,MF
Italy,174745,Sandro Mazzola,08/11/1942,MF
Italy,174494,Giancarlo De Sisti,13/03/1943,MF
Italy,69814,Lido Vieri,16/07/1939,GK
Italy,174646,Antonio Juliano,01/01/1943,MF
Italy,174570,Sergio Gori,24/02/1946,FW
Italy,174416,Roberto Boninsegna,13/11/1943,FW
Italy,174549,Giuseppe Furino,05/07/1946,MF
Italy,56436,Pierino Prati,13/12/1946,FW
Mexico,174448,Ignacio Calderon,13/12/1943,GK
Mexico,69795,Juan Manuel Alejandrez,15/11/1943,DF
Mexico,174845,Gustavo Pena,22/11/1944,DF
Mexico,69796,Francisco Montes,28/06/1942,DF
Mexico,199079,Mario Perez,30/07/1946,DF
Mexico,50827,Guillermo Hernandez,25/06/1942,DF
Mexico,69797,Marcos Rivas,19/09/1945,MF
Mexico,54727,Antonio Munguia,27/06/1942,MF
Mexico,174134,Enrique Borja,30/12/1945,FW
Mexico,53172,Horacio Lopez Salgado,15/09/1948,FW
Mexico,55801,Aaron Padilla,10/07/1942,FW
Mexico,69798,Antonio Mota,01/01/1943,GK
Mexico,59452,Jose Vantolra,30/03/1943,DF
Mexico,50395,Javier Guzman,09/01/1945,DF
Mexico,56479,Hector Pulido,15/12/1942,MF
Mexico,48526,Isidoro Diaz,14/03/1940,MF
Mexico,50119,Jose Gonzalez,14/09/1942,MF
Mexico,59526,Mario Velarde,29/03/1940,MF
Mexico,59342,Javier Valdivia,04/12/1941,FW
Mexico,46274,Juan Ignacio Basaguren,21/07/1944,FW
Mexico,49563,Javier Fragoso,19/04/1942,FW
Mexico,47392,Francisco Castrejon,11/06/1947,GK
Morocco,51936,Allal Ben Kassou,01/01/1941,GK
Morocco,52715,Abdallah Lamrani,01/01/1946,DF
Morocco,46457,Boujamaa Benkhrif,01/01/1947,DF
Morocco,45340,Driss Kanoussi,01/01/1939,DF
Morocco,58145,Kassem Slimani,01/01/1948,DF
Morocco,53326,Mohamed Maaroufi,01/01/1947,MF
Morocco,49906,Ghandi Said,01/01/1947,MF
Morocco,46157,Driss Bamous,15/12/1942,MF
Morocco,49253,Ahmed Faras,01/01/1946,FW
Morocco,48946,Mohamed El Filali,09/07/1945,MF
Morocco,69831,Mahjoub Ghazouani,01/01/1948,FW
Morocco,50721,Mohamed Hazzaz,01/01/1945,GK
Morocco,49208,Jilali Fadili,01/01/1940,DF
Morocco,51467,Houmane Jarir,01/01/1945,FW
Morocco,181398,Hadi Dahane,01/01/1946,MF
Morocco,47725,Mustafa Choukri,01/01/1945,MF
Morocco,69833,Ahmed Alaoui,01/01/1949,FW
Morocco,48966,Abdelkader El Khyati,01/01/1945,DF
Morocco,55745,Abdellah Ouriaghli,01/01/1943,GK
Peru,57187,Luis Rubinos,31/12/1940,GK
Peru,47243,Eloy Campos,31/05/1942,DF
Peru,48305,Orlando De La Torre,21/11/1943,DF
Peru,47758,Hector Chumpitaz,12/04/1944,DF
Peru,49637,Nicolas Fuentes,20/12/1941,DF
Peru,54206,Ramon Mifflin,05/04/1947,MF
Peru,47480,Roberto Challe,24/11/1946,MF
Peru,46327,Julio Baylon,10/12/1947,MF
Peru,52940,Pedro Leon,26/03/1943,FW
Peru,174483,Teofilo Cubillas,08/03/1949,FW
Peru,174552,Alberto Gallardo,28/11/1940,FW
Peru,47984,Ruben Correa,25/07/1941,GK
Peru,50097,Pedro Gonzales,19/05/1943,DF
Peru,49348,Jose Fernandez,14/02/1939,DF
Peru,50087,Javier Gonzales,11/05/1939,DF
Peru,69824,Felix Salinas,11/05/1939,DF
Peru,48089,Luis Cruzado,06/07/1941,MF
Peru,69825,Jose Del Castillo,01/01/1943,FW
Peru,69826,Eladio Reyes,08/01/1948,MF
Peru,58283,Hugo Sotil,18/05/1946,FW
Peru,69827,Jesus Goyzueta,01/01/1947,GK
Peru,56659,Osvaldo Ramirez,28/03/1947,FW
Romania,56575,Necula Raducanu,10/05/1946,GK
Romania,57613,Ludovic Satmareanu,21/02/1944,DF
Romania,53286,Nicolae Lupescu,17/12/1940,DF
Romania,54327,Mihai Mocanu,24/02/1942,DF
Romania,174502,Cornel Dinu,02/08/1948,DF
Romania,47860,Dan Coe,08/09/1941,DF
Romania,48413,Emerich Dembrovschi,06/10/1945,MF
Romania,48636,Nicolae Dobrin,26/08/1947,MF
Romania,174511,Florea Dumitrache,22/05/1948,FW
Romania,55321,Radu Nunweiller,16/11/1944,MF
Romania,174718,Mircea Lucescu,29/07/1945,FW
Romania,181512,Mihai Ivancescu,22/03/1942,DF
Romania,48379,Augustin Deleanu,23/08/1944,DF
Romania,49918,Vasile Gherghely,28/10/1941,MF
Romania,48772,Ion Dumitru,02/01/1950,MF
Romania,55013,Alexandru Neagu,19/07/1948,MF
Romania,58792,Gheorghe Tataru,05/05/1948,FW
Romania,59197,Marin Tufan,14/10/1942,FW
Romania,48664,Flavius Domide,11/05/1946,FW
Romania,69823,Niculae Pescaru,27/03/1943,DF
Romania,44981,Stere Adamache,17/08/1941,GK
Romania,50158,Gheorghe Gornea,02/08/1944,GK
Soviet Union,69800,Leonid Shmuts,08/10/1948,GK
Soviet Union,51974,Anzor Kavazashvili,19/07/1940,GK
Soviet Union,45033,Valentin Afonin,22/12/1939,DF
Soviet Union,48824,Revaz Dzodzvashvili,15/04/1945,DF
Soviet Union,51857,Vladimir Kaplichni,26/02/1944,DF
Soviet Union,53222,Evgeni Lovchev,29/01/1949,DF
Soviet Union,53138,Gennadi Logofet,15/04/1942,DF
Soviet Union,174660,Murtaz Khurtsilava,05/01/1943,DF
Soviet Union,181436,Albert Shesternyov,20/06/1941,DF
Soviet Union,181437,Valeri Zikov,24/02/1944,DF
Soviet Union,45842,Kakhi Asatiani,01/01/1947,MF
Soviet Union,52244,Nicolai Kiselyov,29/01/1946,MF
Soviet Union,174638,Lev Yashin,22/10/1929,GK
Soviet Union,54747,Vladimir Muntyan,14/09/1946,MF
Soviet Union,57844,Viktor Serebryanikov,29/03/1940,MF
Soviet Union,47121,Anatoly Bishovets,23/04/1946,FW
Soviet Union,181439,Gennadi Yevryuzhikhin,04/02/1944,FW
Soviet Union,54159,Slava Metreveli,30/05/1936,FW
Soviet Union,55230,Givili Nodiya,02/01/1948,FW
Soviet Union,56496,Anatoli Puzach,03/06/1941,FW
Soviet Union,69799,Vitali Khmelnitski,12/06/1943,FW
Soviet Union,56397,Valeriy Porkuyan,04/10/1944,FW
Sweden,174597,Ronnie Hellstrom,21/02/1949,GK
Sweden,57806,Hans Selander,15/03/1945,DF
Sweden,45967,Kurt Axelsson,10/11/1941,DF
Sweden,174808,Bjorn Nordqvist,06/10/1942,DF
Sweden,50253,Roland Grip,01/01/1941,DF
Sweden,58621,Tommy Svensson,04/03/1945,MF
Sweden,174692,Bo Larsson,05/05/1944,MF
Sweden,49096,Leif Eriksson,20/03/1942,MF
Sweden,44265,Ove Kindvall,16/05/1943,FW
Sweden,50192,Ove Grahn,09/05/1943,FW
Sweden,56161,Orjan Persson,27/08/1942,MF
Sweden,52771,Sven-gunnar Larsson,10/05/1940,GK
Sweden,48065,Claes Cronqvist,15/10/1944,FW
Sweden,181386,Krister Kirstersson,25/07/1942,DF
Sweden,53486,Leif Malberg,01/09/1945,DF
Sweden,55251,Thomas Nordahl,24/05/1946,MF
Sweden,56215,Ronny Pettersson,26/04/1940,GK
Sweden,59219,Tom Turesson,17/05/1942,FW
Sweden,55113,Goran Nicklasson,20/08/1942,MF
Sweden,55569,Jan Olsson,30/03/1942,DF
Sweden,48901,Inge Ejderstedt,24/12/1946,MF
Sweden,55851,Sten Palsson,04/12/1945,FW
Uruguay,174744,Ladislao Mazurkiewicz,14/02/1945,GK
Uruguay,45566,Atilio Ancheta,19/07/1948,DF
Uruguay,53833,Roberto Matosas,11/05/1940,DF
Uruguay,59243,Luis Ubina,07/06/1940,DF
Uruguay,54450,Julio Montero Castillo,25/04/1944,MF
Uruguay,54679,Juan Mujica,22/12/1944,DF
Uruguay,48099,Luis Cubilla,28/03/1940,MF
Uruguay,44576,Pedro Rocha,03/12/1942,MF
Uruguay,174527,Victor Esparrago,06/10/1944,MF
Uruguay,53557,Ildo Maneiro,04/08/1947,MF
Uruguay,54485,Julio Morales,16/02/1945,FW
Uruguay,57562,Hector Santos,29/10/1944,GK
Uruguay,57521,Rodolfo Sandoval,04/10/1948,MF
Uruguay,69809,Francisco Camera,01/01/1942,DF
Uruguay,49530,Dagoberto Fontes,06/06/1943,FW
Uruguay,47162,Omar Caetano,08/11/1938,MF
Uruguay,46229,Ruben Bareno,23/01/1944,FW
Uruguay,50039,Alberto Gomez,10/06/1944,FW
Uruguay,60399,Oscar Zubia,08/02/1946,FW
Uruguay,47998,Julio Cortes,29/03/1941,MF
Uruguay,53201,Julio Losada,16/06/1950,FW
Uruguay,69810,Walter Corbo,02/05/1949,GK
Argentina,47314,Daniel Carnevali,04/12/1946,GK
Argentina,174362,Ruben Ayala,08/01/1950,FW
Argentina,174949,Carlos Babington,20/09/1949,FW
Argentina,46121,Augustin Balbuena,01/09/1945,FW
Argentina,46230,Angel Bargas,29/10/1946,DF
Argentina,46956,Miguel Brindisi,08/10/1950,MF
Argentina,47327,Jorge Carrascosa,15/08/1948,DF
Argentina,47576,Enrique Chazarreta,29/07/1947,MF
Argentina,49989,Ruben Glaria,10/03/1948,DF
Argentina,50792,Ramon Heredia,26/02/1951,DF
Argentina,174617,Rene Houseman,19/07/1953,FW
Argentina,44105,Ubaldo Fillol,21/07/1950,GK
Argentina,174658,Mario Kempes,15/07/1954,FW
Argentina,174851,Roberto Perfumo,03/10/1942,DF
Argentina,56423,Aldo Poy,14/09/1945,FW
Argentina,69604,Francisco Sa,25/10/1945,DF
Argentina,58354,Carlos Squeo,04/06/1948,DF
Argentina,58842,Roberto Telch,06/11/1943,MF
Argentina,69605,Nestor Togneri,27/11/1942,DF
Argentina,60013,Enrique Wolff,21/02/1949,DF
Argentina,57557,Miguel Santoro,27/02/1942,GK
Argentina,60138,Hector Yazalde,29/05/1946,FW
Australia,56781,Jack Reilly,27/08/1945,GK
Australia,59305,Doug Utjesenovic,08/10/1946,DF
Australia,59978,Peter Wilson,15/09/1947,DF
Australia,57661,Manfred Schaefer,12/02/1943,DF
Australia,48123,Colin Curran,21/08/1947,DF
Australia,56868,Ray Richards,18/05/1946,MF
Australia,69577,Jimmy Rooney,10/10/1945,MF
Australia,53360,Jimmy Mackay,19/12/1943,MF
Australia,39113,John Warren,17/05/1943,MF
Australia,53593,Gary Manuel,20/02/1950,FW
Australia,44910,Attila Abonyi,16/08/1946,FW
Australia,45467,Adrian Alston,06/02/1949,FW
Australia,55542,Peter Ollerton,20/05/1951,FW
Australia,181325,Max Tolson,18/07/1945,MF
Australia,59958,Harry Williams,07/05/1951,DF
Australia,69578,Ivo Rudic,24/01/1942,DF
Australia,50602,Dave Harding,14/08/1946,MF
Australia,59834,John Watkiss,28/03/1941,DF
Australia,47234,Ernie Campbell,20/10/1949,FW
Australia,47048,Branko Buljevic,06/09/1947,FW
Australia,54241,Jimmy Milisavljevic,15/04/1951,GK
Australia,53421,Allan Maher,21/07/1950,GK
Brazil,63902,Leao,11/07/1949,GK
Brazil,63904,Luis Pereira,21/06/1949,DF
Brazil,181330,Marinho Peres,19/03/1947,DF
Brazil,181327,Ze Maria,18/05/1949,DF
Brazil,181326,Wilson Piazza,25/02/1943,DF
Brazil,44351,Marinho Chagas,08/02/1952,DF
Brazil,63879,Jairzinho,25/12/1944,FW
Brazil,63909,Leivinha,11/09/1949,FW
Brazil,69579,Cesar,17/05/1945,FW
Brazil,63896,Rivelino,01/01/1946,MF
Brazil,63894,Paulo Cesar,16/06/1949,MF
Brazil,181328,Renato,05/12/1944,GK
Brazil,63905,Valdomiro,17/02/1946,FW
Brazil,63908,Nelinho,26/07/1950,DF
Brazil,174335,Alfredo,18/10/1946,DF
Brazil,49315,Marco Antonio,06/02/1951,DF
Brazil,174458,Carpegiani,07/02/1949,MF
Brazil,63845,Ademir Da Guia,03/04/1942,MF
Brazil,63907,Mirandinha,26/02/1952,FW
Brazil,63893,Edu,06/08/1949,FW
Brazil,63751,Dirceu,15/06/1952,MF
Brazil,181277,Waldir Peres,02/01/1951,GK
Bulgaria,50147,Rumen Goranov,17/03/1950,GK
Bulgaria,60246,Ivan Zafirov,30/12/1947,DF
Bulgaria,60309,Dobromir Jechev,12/11/1942,DF
Bulgaria,59541,Stefan Velichkov,15/02/1949,DF
Bulgaria,52341,Bozhil Kolev,20/05/1949,MF
Bulgaria,76175,Dimitar Penev,12/07/1945,DF
Bulgaria,59699,Voin Voinov,07/09/1952,FW
Bulgaria,174414,Hristo Bonev,03/02/1947,MF
Bulgaria,54188,Atanas Mikhailov,05/07/1949,FW
Bulgaria,58458,Ivan Stoyanov,20/01/1949,MF
Bulgaria,48423,Georgi Denev,18/04/1950,FW
Bulgaria,45337,Stefan Aladzhov,18/10/1947,DF
Bulgaria,59498,Mladen Vasilev,29/07/1947,FW
Bulgaria,54231,Kiril Milanov,17/10/1948,FW
Bulgaria,55881,Pavel Panov,14/09/1950,FW
Bulgaria,50245,Bozhidar Grigorov,27/07/1945,FW
Bulgaria,55162,Asparukh Nikodimov,21/08/1945,DF
Bulgaria,59500,Tsonyo Vasilev,07/01/1952,DF
Bulgaria,51342,Kiril Ivkov,21/06/1946,DF
Bulgaria,46800,Krasimir Borisov,08/04/1950,FW
Bulgaria,58366,Stefan Staikov,03/10/1949,GK
Bulgaria,58050,Simeon Simeonov,26/04/1946,GK
